1	RadcASR.txt|0|u	  A SICILIAN ROMANCE. ON the northern shore of Sicily are still to be seen the magnificent remains of a castle, which formerly belonged to the noble house of Mazzini. It stands in the centre of a small bay, and upon a gentle acclivity, which, on one side, slopes towards the sea, and on the other rises into an eminence crowned by dark woods. The situation is admirably beautiful and picturesque, and the ruins have an air of ancient grandeur, which, contrasted with the present solitude of the scene, impresses the traveller with awe and curiosity. During my travels abroad I visited this spot. As I walked over the loose fragments  of stone, which lay scattered through the immense area of the fabrick, and surveyed the sublimity and grandeur of the ruins, I recurred, by a natural association of ideas, to the times when these walls stood proudly in their original splendour, when the halls were the scenes of hospitality and festive magnificence, and when they resounded with the voices of those whom death had long since swept from the earth. 'Thus, said I,' shall the present generation he who now sinks in misery and he who now swims in pleasure, alike pass away and be forgotten.' My heart swelled with the reflection; and, as I turned from the scene with a sigh, I fixed my eyes upon a friar, whose venerable figure, gently bending towards the earth, formed no uninteresting object in the picture. He observed my emotion; and, as my eye met his, shook his head and pointed to the ruin. 'These walls,' 	52560000.0	60	[0, 1, 2, 3]	VALID	1: The passage describes the ruins of a castle in Sicily, and the narrator's reflections on the transience of human life.  2: The events described in the passage are mostly the narrator's thoughts and observations, which would take only a few minutes. However, the narrator also mentions visiting the castle and walking around the ruins, which would take at least an hour.  3: Let's say the narrator spent an hour at the castle.  4: 60 minutes.  5: High confidence.
3	RadcASR.txt|9|u	They stopped to observe it, when it suddenly disappeared and was seen no more. Madame de Menon, disturbed at this phaenomenon, hastened into the castle, with a view of enquiring into the cause of it, when she was met in the north hall by Vincent. She related to him what she had seen, and ordered an immediate search to be made for the keys of those apartments. She apprehended  that some person had penetrated that part of the edifice with an intention of plunder; and, disdaining a paltry fear where her duty was concerned, she summoned the servants of the castle, with an intention of accompanying them thither. Vincent smiled at her apprehensions, and imputed what she had seen to an illusion, which the solemnity of the hour had impressed upon her fancy. Madame, however, persevered in her purpose; and, after a long and repeated search, a massey key covered with rust was produced. She then proceeded to the southern side of the edifice, accompanied by Vincent, and followed by the servants, who were agitated with impatient wonder. The key was applied to an iron gate, which opened into a court that separated this division from the other parts of the castle. They entered this court, which was overgrown with grass and weeds, and ascended some steps that led to a large door,  which they vainly endeavoured to open. 	120.0	45	[1, 0, 3, 2]	VALID	1: Madame de Menon and Vincent observe a strange phenomenon, and Madame de Menon orders a search of the castle. They find a rusty key and use it to try to open a door, but are unsuccessful. 2: The events described in the passage, including observation, conversation, and searching, would have taken at least 30 minutes, but probably no more than an hour. 3: 45 minutes have elapsed.  4: 45 minutes. 5: High confidence.
4	RadcASR.txt|90|u	said he, 'the keys are ours, and we have not a moment to lose; our delay has been unavoidable, but this is no time for explanation.' Julia, almost fainting, gave her hand to Ferdinand; and Hippolitus, after some short expression of his thankfulness, followed. They passed the door of Madame's chamber;  and treading the gallery with slow and silent steps, descended to the hall. This they crossed towards a door, after opening which they were to find their way through various passages to a remote part of the castle, where a private door opened upon the walls. Ferdinand carried the several keys. They fastened the hall door after them, and proceeded through a narrow passage terminating in a stair-case. They descended, and had hardly reached the bottom, when they heard a loud noise at the door above, and presently the voices of several people. Julia scarcely felt the ground she trod on, and Ferdinand slew to unlock a door that obstructed their way. He applied the different keys, and at length found the proper one, but the lock was rusted, and refused to yield. Their distress now was not to be conceived. 	10.0	10	[3, 2, 0, 1]	VALID	1: Ferdinand, Julia, and Hippolitus hurry through a castle, trying to escape from someone. They pass Madame's chamber, cross a hall, go through a narrow passage, and descend a staircase. They hear a loud noise and voices from above. Ferdinand tries to unlock a door, but the lock is rusted and won't open. 2: The events described involve a lot of movement and action, but there is no explicit reference to time. Let's say that the events would take at least 10 minutes to happen, given the number of locations they pass through and the difficulty of unlocking the door.  3: 10 minutes have elapsed. 4: 10 minutes. 5: Moderate confidence.
5	RadcASR.txt|107|u	said the marquis, 'what think ye? What evil spirits infest these walls? Henceforth be cautions how ye credit the phantasms of idleness, for ye may not always meet with a master who will condescend to undeceive ye.' They acknowledged the goodness of the marquis, and professing themselves perfectly conscious of the error of their former suspicions, desired they might search no farther. 'I chuse to leave nothing to your imagination,' replied  the marquis, lest hereafter it should betray you into a similar error. Follow me, therefore; you shall see the whole of these buildings.' Saying this he led them to the south tower. They remembered, that from a door of this tower, the figure which caused their alarm had issued; and notwithstanding the late assertion of their suspicions being removed, fear still operated powerfully upon their minds, and they would willingly have been excused from farther research. 'Would any of you chuse to explore this tower?' said the marquis, pointing to the broken stair-case; 'for myself I am mortal, and therefore fear to venture, but you who hold communion with disembodied spirits, may partake something of their nature, if so, you may pass without apprehension where the ghost has probably passed before.' They shrunk at this reproof, and were silent. The marquis, turning to a door on  his right hand, ordered it to be unlocked. 	7.0	3	[2, 0, 3, 1]	VALID	1: The Marquis leads some people to a tower, where they are afraid to go up the broken staircase. The Marquis mocks them and unlocks a door. 2: The events described are brief and take only a few minutes.  3: Let's say three minutes have elapsed. 4: 3 minutes. 5: High confidence.
6	RadcASR.txt|109|u	She was ordered to confine herself to her apartment till her innocence should be cleared, or her sister discovered. From Madame de Menon she received a faithful sympathy, which was the sole relief of her oppressed heart. Her anxiety concerning Julia daily encreased, and was heightened into the most terrifying apprehensions for her safety. She knew of no person in whom her sister could confide, or of  any place where she could find protection; the most deplorable evils were therefore to be expected. One day as she was sitting at the window of her apartment, engaged in melancholy reflection, she saw a man riding towards the castle on full speed. Her heart beat with fear and expectation, for his haste made her suspect he brought intelligence of Julia, and she could scarcely refrain from breaking through the command of the marquis, and rushing into the hall to learn something of his errand. She was right in her conjecture; the person she had seen was a spy of the marquis's, and came to inform him that the lady Julia was at that time concealed in a cottage of the forest of Marentino. The marquis rejoiced at this intelligence, and gave the man a liberal reward. He learned also, that she was accompanied by a young cavalier, which circumstance surprized him exceedingly, for he knew of no person  except the count de Vereza with whom she could have entrusted herself, and the count had fallen by his sword! He immediately ordered a party of his people to accompany the messenger to the forest of Marentino, and to suffer neither Julia nor the cavalier to escape them on pain of death. 	20160.0	1500	[2, 3, 1, 0]	VALID	1: A woman is confined to her apartment while her sister is missing. She fears for her sister's safety and sees a man riding towards the castle. The man is a spy of the marquis's and brings news that the sister is in a cottage in the forest of Marentino with a young cavalier. The marquis sends people to capture them.  2: The events of the passage are described in detail, but there is no explicit reference to time. However, the events described would take some time to happen: the woman is confined for an unknown period, and the spy has to ride to the castle. Let's say a day has passed since the woman was confined, and the spy takes an hour to ride to the castle.  3: One day and one hour have elapsed. That's 25 hours.  4: 1500 minutes. 5: Moderate confidence.
7	RadcASR.txt|113|u	Having dispatched an hasty meal, they again set forward in the way pointed out to them as the route of the fugitives. The country assumed a more civilized aspect. Corn, vineyards, olives, and groves of mulberry trees adorned the hills. The vallies, luxuriant in shade, were frequently embellished by the windings of a lucid stream, and diversified by clusters of half-seen cottages. Here the rising turrets of a monastery appeared above the thick trees with which they were surrounded; and there the savage wilds, the travellers had passed, formed a bold and picturesque back-ground to the scene. To the questions put by the duke to the several persons he met, he received answers that encouraged him to proceed. At noon he halted at a village to refresh himself and his people. He  could gain no intelligence of Julia, and was perplexed which way to chuse; but determined at length to pursue the road he was then in, and accordingly again set forward. He travelled several miles without meeting any person who could give the necessary information, and began to despair of success. 	360.0	240	[0, 2, 1, 3]	VALID	1: The Duke and his party travel through a picturesque landscape, asking people they meet about the fugitives they are pursuing. They stop at a village to rest and eat, but still have not found the fugitives. 2: The events described in the passage, including travel, asking questions, and stopping to eat, would have taken several hours. Let's say four hours. 3: Four hours have elapsed. At 60 minutes an hour, that's 240 minutes. 4: 240 minutes. 5: High confidence.
8	RadcASR.txt|137|u	He then assured them, that since indulgence had only encouraged intrusion, he would for the future be severe;  vere; and concluded with declaring, that the first man who should disturb him with a repetition of such ridiculous apprehensions, or should attempt to disturb the peace of the castle by circulating these idle notions, should be rigorously punished, and banished his dominions. They shrunk back at this reproof, and were silent. 'Bring a torch,' said the marquis, 'and shew me to the dungeon. I will once more condescend to confute you.' They obeyed, and descended with the marquis, who, arriving at the dungeon, instantly threw open the door, and discovered to the astonished eyes of his attendants Ferdinand! He started with surprize at the entrance of his father thus attended. The marquis darting upon him a severe look, which he perfectly comprehended 'Now,' cried he, turning to his people, 'what do you see? My son, whom I myself placed here, and whose voice, which  answered to your calls, you have transformed into unknown sounds. 'Speak, Ferdinand, and confirm what I say.' Ferdinand did so. 'What dreadful spectre appeared to you last night? Resumed the marquis, looking stedfastly upon him: gratify these fellows with a description of it, for they cannot exist without something of the marvelous.' 'None my lord,' replied Ferdinand, who too well understood the manner of the marquis. 'Tis well,' cried the marquis, 'and this is the last time,' turning to his attendants, 'that your folly shall be treated with so much lenity.' 	10.0	5	[3, 0, 1, 2]	VALID	1: The Marquis has been disturbed by rumors of a ghost in his castle. He has just discovered that the ghost is actually his son, Ferdinand, whom he had imprisoned in the dungeon. The Marquis is angry with his attendants for believing in ghosts and threatens to punish anyone who spreads such rumors in the future. 2: The passage describes a single event, the Marquis discovering his son in the dungeon. The conversation and actions described would have taken a few minutes at most. 3: Let's say 5 minutes have elapsed. 4: 5 minutes. 5: High confidence.
9	RadcASR.txt|148|u	She now opened the door, and to her inexpressible astonishment and distress, found the cottage empty. She proceeded to a small inner room, where lay a part of Julia's apparel. The bed had no appearance of having been slept in, and every moment served to heighten and confirm her apprehensions. While she pursued the search, she suddenly heard the trampling of feet at the cottage door, and presently after some people entered. Her fears for Julia now yielded to those for her own safety, and she was undetermined  whether to discover herself, or remain in her present situation, when she was relieved from her irresolution and distress by the appearance of Julia. On the return of the good woman, who had accompanied Madame to the village on the preceding night, Julia went to the cottage at Farrini. Her grateful heart would not suffer her to depart without taking leave of her faithful friends, thanking them for their kindness, and informing them of her future prospects. They had prevailed upon her to spend the few intervening hours at this cot, whence she had just risen to meet Madame. They now hastened to the spot where the horses were stationed,and commenced their journey. For some leagues they travelled in silence and thought, over a wild and picturesque country. The landscape was tinted with rich and variegated hues; and the autumnal lights, which streamed upon the hills, produced  a spirited and beautiful effect upon the scenery. All the glories of the vintage rose to their view: the purple grapes flushed through the dark green of the surrounding foliage, and the prospect glowed with warm luxuriance. 	222.0	90	[3, 0, 2, 1]	VALID	1: A woman enters a cottage and finds it empty, then checks a bedroom and finds no sign of anyone sleeping there. She hears people approaching and is relieved to see Julia, who had been spending time with friends. They travel together through a picturesque landscape. 2: The events in the cottage might take a few minutes, but the journey through the landscape would take at least an hour. Let's say an hour and a half to be safe. 3: 1.5 hours have elapsed. At 60 minutes an hour that's 90 minutes. 4: 90 minutes. 5: Moderate confidence.
10	RadcASR.txt|160|u	'Of the life which your care has  prolonged,' said she, 'it is but just that you should know the events; though those events are neither new, or striking, and possess little power of interesting persons unconnected with them. To me they have, however, been unexpectedly dreadful in effect, and my heart assures me, that to you they will not be indifferent.' 'I am the unfortunate descendant of an ancient and illustrious Italian family. In early childhood I was deprived of a mother's care, but the tenderness of my surviving parent made her loss, as to my welfare, almost unfelt. Suffer me here to do justice to the character of my noble father. He united in an eminent degree, the mild virtues of social life, with the firm unbending qualities of the noble Romans, his ancesters, from whom he was proud to trace his descent. Their merit, indeed, continually dwelt on his tongue, and their actions he was always endeavouring to imitate, as far as was  consistent with the character of his times, and with the limited sphere in which he moved. The recollection of his virtue elevates my mind, and fills my heart with a noble pride, which even the cold walls of a monastery have not been able to subdue. My father's fortune was unsuitable to his rank. That his son might hereafter be enabled to support the dignity of his family, it was necessary for me to assume the veil. Alas! that heart was unfit to be offered at an heavenly shrine, which was already devoted to an earthly object. 	9986400.0	2628000	[0, 1, 2, 3]	VALID	1: The narrator explains that she is the descendant of an ancient and illustrious Italian family. Her father was a virtuous man who was always trying to imitate the actions of his noble ancestors. The narrator was forced to become a nun because her father's fortune was unsuitable to his rank, but she was in love with someone else. 2: The passage describes the narrator's childhood, her father's character, and her own feelings about her situation. It's difficult to estimate how much time has passed, but let's say that the narrator is at least in her late teens or early twenties when she becomes a nun. This would suggest that several years have passed since her childhood. The passage also suggests that the narrator has spent some time in a monastery, but it's unclear how long she has been there. Let's say that the events described in the passage took place over a period of five years. 3: Five years have elapsed. At 365 days a year that's 1825 days x 24 hours in a day, so 43800 hours. 60 minutes in an hour, so 2628000 minutes. 4: 2628000 minutes. 5: Low confidence, because the estimate is based on a lot of speculation.
11	RadcASR.txt|174|u	The Abate was alone. His countenance was pale with anger, and he was pacing the room with slow but agitated steps. The stern authority of his look startled her. 'Read this letter,' said he, stretching forth his hand which held a letter, 'and tell me what that mortal deserves, who dares insult our holy order, and set our sacred prerogative at defiance.' Madame distinguished the hand writing of the marquis, and the words of the Superior threw her into the utmost astonishment. She took the  letter. It was dictated by that spirit of proud vindictive rage, which so strongly marked the character of the marquis. Having discovered the retreat of Julia, and believing the monastery afforded her a willing sanctuary from his pursuit, he accused the Abate of encouraging his child in open rebellion to his will. He loaded him and his sacred order with opprobrium, and threatened, if she was not immediately resigned to the emissaries in waiting, he would in person lead on a force which should compel the church to yield to the superior authority of the father. The spirit of the Abate was roused by this menace; and Julia obtained from his pride, that protection which neither his principle nor his humanity would have granted. 'The man shall tremble,' cried he,'who dares defy our power, or question our sacred authority. The lady Julia is safe. I will protect her from this proud invader of our  rights, and teach him at least to venerate the power he cannot conquer. I have dispatched his emissaries with my answer.' 	5.0	10	[1, 3, 0, 2]	VALID	1: The Abate is angry and shows Madame a letter from the Marquis, which accuses the Abate of encouraging his daughter to rebel against him. The Abate vows to protect Julia and has dispatched the Marquis's emissaries with his answer. 2: The events described in the passage are mostly mental and verbal, with the exception of the Abate pacing the room. This might take a few minutes. The letter from the Marquis might have arrived that day or the day before. Let's say 10 minutes. 3: 10 minutes. 4: 10 minutes. 5: High confidence.
